,DENTIST,DOCTOR,MEDICAL TECHNOLOGIST,MIDWIFE,NURSE,NUTRITIONIST/DIETICIAN,OCCUPATIONAL THERAPIST,PHARMACIST,PHYSICAL THERAPIST,Place of Practice,RADIOLOGY TECHNOLOGIST,Total,X-RAY TECHNOLOGIST,municipality,province
654,0.0,4.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,Within,0.0,14.0,0.0,OSLOB,CEBU
655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,OSLOB,CEBU
656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Within,0.0,4.0,0.0,PINAMUNGAHAN,CEBU
657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PINAMUNGAHAN,CEBU
658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Within,0.0,1.0,0.0,SAMBOAN,CEBU
659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAMBOAN,CEBU
660,1.0,2.0,1.0,16.0,12.0,0.0,0.0,0.0,0.0,Within,0.0,32.0,0.0,SAN REMIGIO,CEBU
661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAN REMIGIO,CEBU
662,1.0,128.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Within,0.0,130.0,0.0,TABUELAN,CEBU
663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,TABUELAN,CEBU
664,1.0,9.0,1.0,5.0,7.0,1.0,0.0,8.0,0.0,Within,0.0,32.0,0.0,TALISAY CITY,CEBU
665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TALISAY CITY,CEBU
666,5.0,9.0,1.0,5.0,6.0,1.0,0.0,5.0,0.0,Within,0.0,32.0,0.0,TOLEDO CITY,CEBU
667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TOLEDO CITY,CEBU
668,1.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,Within,0.0,13.0,0.0,TUBURAN,CEBU
669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TUBURAN,CEBU
670,36.0,813.0,297.0,311.0,2045.0,45.0,2.0,168.0,8.0,Within,73.0,3803.0,5.0,TOTAL,CEBU
671,0.0,71.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,cross,0.0,77.0,0.0,TOTAL,CEBU
672,1.0,6.0,2.0,5.0,8.0,0.0,0.0,2.0,0.0,Within,1.0,25.0,0.0,CARMEN,DAVAO DEL NORTE
673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,CARMEN,DAVAO DEL NORTE
674,3.0,6.0,4.0,6.0,13.0,1.0,0.0,2.0,0.0,Within,1.0,36.0,0.0,ISLAND GARDEN CITY OF SAMAL,DAVAO DEL NORTE
675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,ISLAND GARDEN CITY OF SAMAL,DAVAO DEL NORTE
676,0.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,Within,0.0,15.0,0.0,KAPALONG,DAVAO DEL NORTE
677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,KAPALONG,DAVAO DEL NORTE
678,2.0,10.0,15.0,39.0,78.0,2.0,0.0,9.0,0.0,Within,6.0,161.0,0.0,PANABO CITY,DAVAO DEL NORTE
679,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,PANABO CITY,DAVAO DEL NORTE
680,2.0,11.0,4.0,3.0,16.0,0.0,0.0,5.0,1.0,Within,0.0,42.0,0.0,SANTO TOMAS,DAVAO DEL NORTE
681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SANTO TOMAS,DAVAO DEL NORTE
682,6.0,216.0,53.0,50.0,205.0,5.0,1.0,14.0,3.0,Within,8.0,563.0,2.0,TAGUM CITY,DAVAO DEL NORTE
683,0.0,29.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,cross,0.0,33.0,0.0,TAGUM CITY,DAVAO DEL NORTE
684,14.0,252.0,79.0,106.0,328.0,8.0,1.0,32.0,4.0,Within,16.0,842.0,2.0,TOTAL,DAVAO DEL NORTE
685,0.0,30.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,cross,0.0,34.0,0.0,TOTAL,DAVAO DEL NORTE
686,23.0,223.0,134.0,75.0,504.0,19.0,0.0,48.0,0.0,Within,34.0,1062.0,2.0,DAVAO CITY,DAVAO DEL SUR
687,0.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,cross,1.0,16.0,0.0,DAVAO CITY,DAVAO DEL SUR
688,12.0,293.0,28.0,53.0,153.0,3.0,0.0,44.0,1.0,Within,2.0,593.0,4.0,DIGOS CITY,DAVAO DEL SUR
689,0.0,35.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,cross,0.0,41.0,0.0,DIGOS CITY,DAVAO DEL SUR
690,1.0,2.0,0.0,16.0,4.0,1.0,0.0,1.0,0.0,Within,0.0,25.0,0.0,DON MARCELINO,DAVAO DEL SUR
691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,DON MARCELINO,DAVAO DEL SUR
692,1.0,2.0,1.0,13.0,7.0,0.0,0.0,1.0,0.0,Within,0.0,25.0,0.0,HAGONOY,DAVAO DEL SUR
693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,HAGONOY,DAVAO DEL SUR
694,2.0,5.0,1.0,6.0,6.0,1.0,0.0,3.0,0.0,Within,0.0,24.0,0.0,KIBLAWAN,DAVAO DEL SUR
695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,KIBLAWAN,DAVAO DEL SUR
696,1.0,1.0,1.0,10.0,2.0,0.0,0.0,2.0,0.0,Within,0.0,17.0,0.0,MAGSAYSAY,DAVAO DEL SUR
697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MAGSAYSAY,DAVAO DEL SUR
698,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,Within,0.0,9.0,0.0,MATANAO,DAVAO DEL SUR
699,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,MATANAO,DAVAO DEL SUR
700,1.0,14.0,6.0,12.0,11.0,0.0,0.0,9.0,0.0,Within,0.0,53.0,0.0,PADADA,DAVAO DEL SUR
701,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,cross,0.0,9.0,0.0,PADADA,DAVAO DEL SUR
702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Within,0.0,4.0,0.0,SANTA CRUZ,DAVAO DEL SUR
703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,SANTA CRUZ,DAVAO DEL SUR
704,1.0,17.0,1.0,10.0,7.0,0.0,0.0,0.0,0.0,Within,0.0,36.0,0.0,SANTA MARIA,DAVAO DEL SUR
705,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,5.0,0.0,SANTA MARIA,DAVAO DEL SUR
706,0.0,4.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,Within,0.0,14.0,0.0,SULOP,DAVAO DEL SUR
707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SULOP,DAVAO DEL SUR
708,42.0,566.0,173.0,197.0,700.0,24.0,0.0,117.0,1.0,Within,36.0,1862.0,6.0,TOTAL,DAVAO DEL SUR
709,0.0,59.0,8.0,1.0,3.0,2.0,0.0,2.0,0.0,cross,1.0,76.0,0.0,TOTAL,DAVAO DEL SUR
710,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,18.0,0.0,BAGANGA,DAVAO ORIENTAL
711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BAGANGA,DAVAO ORIENTAL
712,0.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,14.0,0.0,BOSTON,DAVAO ORIENTAL
713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BOSTON,DAVAO ORIENTAL
714,1.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,11.0,0.0,CARAGA,DAVAO ORIENTAL
715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,CARAGA,DAVAO ORIENTAL
716,1.0,4.0,2.0,11.0,6.0,0.0,0.0,2.0,0.0,Within,0.0,26.0,0.0,CATEEL,DAVAO ORIENTAL
717,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,CATEEL,DAVAO ORIENTAL
718,0.0,3.0,2.0,17.0,5.0,1.0,0.0,4.0,0.0,Within,0.0,32.0,0.0,GOVERNOR GENEROSO,DAVAO ORIENTAL
719,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,GOVERNOR GENEROSO,DAVAO ORIENTAL
720,1.0,4.0,3.0,32.0,13.0,1.0,0.0,5.0,0.0,Within,1.0,60.0,0.0,LUPON,DAVAO ORIENTAL
721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,LUPON,DAVAO ORIENTAL
722,1.0,5.0,2.0,16.0,6.0,0.0,0.0,1.0,0.0,Within,1.0,32.0,0.0,MANAY,DAVAO ORIENTAL
723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,MANAY,DAVAO ORIENTAL
724,4.0,44.0,8.0,60.0,86.0,5.0,0.0,4.0,0.0,Within,0.0,211.0,0.0,MATI CITY,DAVAO ORIENTAL
725,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,3.0,0.0,MATI CITY,DAVAO ORIENTAL
726,0.0,3.0,1.0,17.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,24.0,0.0,SAN ISIDRO,DAVAO ORIENTAL
727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAN ISIDRO,DAVAO ORIENTAL
728,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,Within,0.0,11.0,0.0,TARRAGONA,DAVAO ORIENTAL
729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TARRAGONA,DAVAO ORIENTAL
730,9.0,66.0,22.0,195.0,122.0,7.0,0.0,16.0,0.0,Within,2.0,439.0,0.0,TOTAL,DAVAO ORIENTAL
731,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cross,0.0,6.0,0.0,TOTAL,DAVAO ORIENTAL
732,1.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,Within,0.0,13.0,1.0,ARTECHE,EASTERN SAMAR
733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,ARTECHE,EASTERN SAMAR
734,4.0,7.0,4.0,9.0,4.0,1.0,0.0,1.0,0.0,Within,0.0,30.0,0.0,BALANGIGA,EASTERN SAMAR
735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BALANGIGA,EASTERN SAMAR
736,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,9.0,0.0,BALANGKAYAN,EASTERN SAMAR
737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BALANGKAYAN,EASTERN SAMAR
738,5.0,23.0,13.0,18.0,40.0,2.0,0.0,2.0,0.0,Within,0.0,103.0,0.0,BORONGAN CITY,EASTERN SAMAR
739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,BORONGAN CITY,EASTERN SAMAR
740,0.0,2.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,Within,0.0,17.0,0.0,CAN-AVID,EASTERN SAMAR
741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,CAN-AVID,EASTERN SAMAR
742,2.0,5.0,6.0,14.0,10.0,0.0,0.0,2.0,0.0,Within,0.0,39.0,0.0,DOLORES,EASTERN SAMAR
743,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,DOLORES,EASTERN SAMAR
744,1.0,2.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,Within,0.0,19.0,0.0,GENERAL MACARTHUR,EASTERN SAMAR
745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,GENERAL MACARTHUR,EASTERN SAMAR
746,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Within,0.0,4.0,0.0,GIPORLOS,EASTERN SAMAR
747,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,cross,0.0,6.0,0.0,GIPORLOS,EASTERN SAMAR
748,0.0,11.0,9.0,10.0,9.0,0.0,0.0,1.0,0.0,Within,0.0,40.0,0.0,GUIUAN,EASTERN SAMAR
749,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,3.0,0.0,GUIUAN,EASTERN SAMAR
750,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,7.0,0.0,HERNANI,EASTERN SAMAR
751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,HERNANI,EASTERN SAMAR
752,0.0,1.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,Within,0.0,13.0,0.0,LAWAAN,EASTERN SAMAR
753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,LAWAAN,EASTERN SAMAR
754,1.0,3.0,1.0,7.0,2.0,0.0,0.0,3.0,0.0,Within,0.0,17.0,0.0,LLORENTE,EASTERN SAMAR
755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,LLORENTE,EASTERN SAMAR
756,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Within,0.0,3.0,0.0,MASLOG,EASTERN SAMAR
757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MASLOG,EASTERN SAMAR
758,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,11.0,0.0,MAYDOLONG,EASTERN SAMAR
759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MAYDOLONG,EASTERN SAMAR
760,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,4.0,0.0,MERCEDES,EASTERN SAMAR
761,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,MERCEDES,EASTERN SAMAR
762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Within,0.0,1.0,0.0,ORAS,EASTERN SAMAR
763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,ORAS,EASTERN SAMAR
764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Within,0.0,1.0,0.0,QUINAPONDAN,EASTERN SAMAR
765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,QUINAPONDAN,EASTERN SAMAR
766,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,10.0,0.0,SALCEDO,EASTERN SAMAR
767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SALCEDO,EASTERN SAMAR
768,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,7.0,0.0,SAN JULIAN,EASTERN SAMAR
769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAN JULIAN,EASTERN SAMAR
770,2.0,2.0,1.0,9.0,1.0,0.0,0.0,2.0,0.0,Within,0.0,17.0,0.0,SULAT,EASTERN SAMAR
771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SULAT,EASTERN SAMAR
772,1.0,5.0,2.0,5.0,7.0,1.0,0.0,1.0,0.0,Within,0.0,22.0,0.0,TAFT,EASTERN SAMAR
773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TAFT,EASTERN SAMAR
774,19.0,70.0,48.0,131.0,100.0,5.0,0.0,13.0,0.0,Within,0.0,387.0,1.0,TOTAL,EASTERN SAMAR
775,4.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,cross,0.0,15.0,0.0,TOTAL,EASTERN SAMAR
776,1.0,3.0,2.0,14.0,5.0,0.0,0.0,1.0,0.0,Within,0.0,26.0,0.0,AGUINALDO,IFUGAO
777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,AGUINALDO,IFUGAO
778,2.0,4.0,4.0,26.0,11.0,1.0,0.0,1.0,0.0,Within,0.0,49.0,0.0,ALFONSO LISTA,IFUGAO
779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,ALFONSO LISTA,IFUGAO
780,0.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,17.0,0.0,ASIPULO,IFUGAO
781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,ASIPULO,IFUGAO
782,1.0,4.0,3.0,15.0,11.0,1.0,0.0,1.0,0.0,Within,0.0,36.0,0.0,BANAUE,IFUGAO
783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BANAUE,IFUGAO
784,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,6.0,0.0,HINGYON,IFUGAO
785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,HINGYON,IFUGAO
786,0.0,3.0,1.0,13.0,5.0,1.0,0.0,1.0,0.0,Within,0.0,24.0,0.0,HUNGDUAN,IFUGAO
787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,HUNGDUAN,IFUGAO
788,2.0,2.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,20.0,0.0,KIANGAN,IFUGAO
789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,KIANGAN,IFUGAO
790,0.0,24.0,3.0,10.0,42.0,2.0,0.0,1.0,0.0,Within,1.0,83.0,0.0,LAGAWE,IFUGAO
791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,LAGAWE,IFUGAO
792,1.0,3.0,2.0,8.0,7.0,1.0,0.0,1.0,0.0,Within,0.0,23.0,0.0,LAMUT,IFUGAO
793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,LAMUT,IFUGAO
794,0.0,3.0,2.0,12.0,8.0,1.0,0.0,1.0,0.0,Within,0.0,27.0,0.0,MAYOYAO,IFUGAO
795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MAYOYAO,IFUGAO
796,1.0,3.0,1.0,11.0,10.0,1.0,0.0,1.0,0.0,Within,0.0,28.0,0.0,TINOC,IFUGAO
797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TINOC,IFUGAO
798,8.0,51.0,21.0,139.0,103.0,8.0,0.0,8.0,0.0,Within,1.0,339.0,0.0,TOTAL,IFUGAO
799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TOTAL,IFUGAO
800,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,4.0,0.0,ADAMS,ILOCOS NORTE
801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,ADAMS,ILOCOS NORTE
802,6.0,8.0,2.0,17.0,28.0,0.0,0.0,7.0,0.0,Within,0.0,69.0,1.0,BACARRA,ILOCOS NORTE
803,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cross,0.0,4.0,0.0,BACARRA,ILOCOS NORTE
804,1.0,1.0,1.0,8.0,3.0,0.0,0.0,7.0,0.0,Within,0.0,21.0,0.0,BADOC,ILOCOS NORTE
805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BADOC,ILOCOS NORTE
806,4.0,12.0,4.0,11.0,20.0,1.0,0.0,4.0,1.0,Within,0.0,57.0,0.0,BANGUI,ILOCOS NORTE
807,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,3.0,0.0,BANGUI,ILOCOS NORTE
808,1.0,1.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,15.0,0.0,BANNA,ILOCOS NORTE
809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BANNA,ILOCOS NORTE
810,2.0,73.0,13.0,33.0,94.0,5.0,0.0,25.0,1.0,Within,3.0,250.0,1.0,BATAC CITY,ILOCOS NORTE
811,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,12.0,0.0,BATAC CITY,ILOCOS NORTE
812,0.0,2.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,Within,0.0,14.0,0.0,BURGOS,ILOCOS NORTE
813,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,BURGOS,ILOCOS NORTE
814,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,4.0,0.0,CARASI,ILOCOS NORTE
815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,CARASI,ILOCOS NORTE
816,1.0,3.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,Within,0.0,14.0,0.0,CURRIMAO,ILOCOS NORTE
817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,CURRIMAO,ILOCOS NORTE
818,2.0,6.0,3.0,18.0,14.0,1.0,0.0,6.0,0.0,Within,0.0,50.0,0.0,DINGRAS,ILOCOS NORTE
819,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,DINGRAS,ILOCOS NORTE
820,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,3.0,0.0,DUMALNEG,ILOCOS NORTE
821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,DUMALNEG,ILOCOS NORTE
822,9.0,154.0,29.0,87.0,287.0,6.0,0.0,56.0,4.0,Within,14.0,647.0,1.0,LAOAG CITY,ILOCOS NORTE
823,0.0,32.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,cross,2.0,37.0,0.0,LAOAG CITY,ILOCOS NORTE
824,2.0,11.0,4.0,14.0,15.0,2.0,0.0,4.0,1.0,Within,1.0,54.0,0.0,MARCOS,ILOCOS NORTE
825,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,6.0,0.0,MARCOS,ILOCOS NORTE
826,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,Within,0.0,5.0,0.0,NUEVA ERA,ILOCOS NORTE
827,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,NUEVA ERA,ILOCOS NORTE
828,1.0,1.0,0.0,7.0,6.0,0.0,0.0,5.0,0.0,Within,0.0,20.0,0.0,PAGUDPUD,ILOCOS NORTE
829,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,PAGUDPUD,ILOCOS NORTE
830,2.0,1.0,1.0,10.0,3.0,0.0,0.0,4.0,0.0,Within,0.0,21.0,0.0,PAOAY,ILOCOS NORTE
831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PAOAY,ILOCOS NORTE
832,1.0,5.0,2.0,15.0,8.0,0.0,0.0,1.0,0.0,Within,0.0,32.0,0.0,PASUQUIN,ILOCOS NORTE
833,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,3.0,0.0,PASUQUIN,ILOCOS NORTE
834,0.0,4.0,1.0,7.0,9.0,0.0,0.0,4.0,0.0,Within,0.0,25.0,0.0,PIDDIG,ILOCOS NORTE
835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PIDDIG,ILOCOS NORTE
836,0.0,3.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,Within,0.0,13.0,0.0,PINILI,ILOCOS NORTE
837,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,PINILI,ILOCOS NORTE
838,1.0,8.0,3.0,9.0,19.0,0.0,0.0,9.0,0.0,Within,0.0,50.0,1.0,SAN NICOLAS,ILOCOS NORTE
839,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,cross,0.0,4.0,0.0,SAN NICOLAS,ILOCOS NORTE
840,1.0,1.0,1.0,6.0,3.0,0.0,0.0,2.0,0.0,Within,0.0,14.0,0.0,SARRAT,ILOCOS NORTE
841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SARRAT,ILOCOS NORTE
842,1.0,1.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,Within,0.0,13.0,0.0,SOLSONA,ILOCOS NORTE
843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SOLSONA,ILOCOS NORTE
844,0.0,5.0,2.0,16.0,9.0,1.0,0.0,4.0,0.0,Within,0.0,37.0,0.0,VINTAR,ILOCOS NORTE
845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,cross,0.0,1.0,0.0,VINTAR,ILOCOS NORTE
846,35.0,303.0,69.0,295.0,537.0,16.0,0.0,148.0,7.0,Within,18.0,1432.0,4.0,TOTAL,ILOCOS NORTE
847,7.0,54.0,6.0,1.0,4.0,1.0,0.0,4.0,0.0,cross,2.0,79.0,0.0,TOTAL,ILOCOS NORTE
848,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,Within,0.0,7.0,0.0,BANAYOYO,ILOCOS SUR
